depth	0.1	0.3	1	3	10	30	100	300	1000
2	1.00E+06	6.10E+05	4.20E+05	4.20E+05	5.40E+05	6.80E+05	8.40E+05	9.90E+05	1.20E+06
3	9.50E+05	6.20E+05	4.30E+05	4.40E+05	5.90E+05	7.60E+05	9.80E+05	1.20E+06	1.50E+06
4	8.50E+05	6.30E+05	4.30E+05	4.50E+05	6.30E+05	8.40E+05	1.10E+06	1.40E+06	1.80E+06
5	7.70E+05	6.30E+05	4.40E+05	4.60E+05	6.80E+05	9.20E+05	1.30E+06	1.70E+06	2.20E+06
6	6.50E+05	6.30E+05	4.50E+05	4.80E+05	7.10E+05	1.00E+06	1.40E+06	1.90E+06	2.60E+06
7	4.50E+05	6.30E+05	4.50E+05	4.90E+05	7.50E+05	1.10E+06	1.60E+06	2.20E+06	3.10E+06
8	3.00E+05	6.30E+05	4.50E+05	4.90E+05	7.90E+05	1.20E+06	1.80E+06	2.50E+06	3.60E+06
9	2.00E+05	6.20E+05	4.50E+05	5.10E+05	8.20E+05	1.20E+06	2.00E+06	2.90E+06	4.10E+06
10	1.50E+05	6.00E+05	4.60E+05	5.10E+05	8.60E+05	1.30E+06	2.10E+06	3.20E+06	4.80E+06
15	3.20E+04	5.30E+05	4.60E+05	5.50E+05	1.00E+06	1.60E+06	3.10E+06	4.80E+06	7.50E+06
25	3.40E+02	4.10E+05	4.60E+05	6.00E+05	1.30E+06	2.30E+06	4.90E+06	8.50E+06	1.50E+07
75	9.80E+01	4.30E+04	3.30E+05	6.30E+05	1.80E+06	4.20E+06	1.00E+07	2.30E+07	5.70E+07
125	5.00E+01	4.40E+03	2.10E+05	5.20E+05	1.60E+06	4.40E+06	1.20E+07	2.90E+07	8.30E+07
175	2.00E+01	2.50E+03	1.30E+05	4.00E+05	1.30E+06	3.80E+06	1.10E+07	3.00E+07	9.30E+07
225	7.90E+00	1.40E+03	7.40E+04	2.90E+05	9.90E+05	3.10E+06	9.90E+06	2.80E+07	9.20E+07
275	4.90E+00	8.50E+02	4.10E+04	2.10E+05	7.30E+05	2.40E+06	8.10E+06	2.40E+07	8.20E+07
325	2.00E+00	4.90E+02	2.10E+04	1.50E+05	5.30E+05	1.80E+06	6.30E+06	2.00E+07	6.90E+07
375	8.10E-01	2.90E+02	1.10E+04	1.00E+05	3.70E+05	1.40E+06	5.00E+06	1.60E+07	5.70E+07
425	3.10E-01	1.80E+02	6.20E+03	7.20E+04	2.60E+05	1.00E+06	3.90E+06	1.30E+07	4.50E+07
475	0	1.10E+02	3.90E+03	5.00E+04	1.90E+05	7.40E+05	3.10E+06	1.10E+07	3.70E+07
525	0	6.30E+01	2.60E+03	3.50E+04	1.40E+05	5.60E+05	2.40E+06	8.50E+06	2.90E+07
575	0	3.80E+01	1.50E+03	2.40E+04	9.80E+04	4.40E+05	1.90E+06	6.90E+06	2.40E+07
625	0	1.80E+01	1.10E+03	1.60E+04	7.20E+04	3.50E+05	1.60E+06	5.70E+06	2.00E+07
675	0	1.30E+01	7.30E+02	1.00E+04	5.30E+04	2.70E+05	1.30E+06	4.70E+06	1.70E+07
725	0	6.30E+00	4.20E+02	6.90E+03	3.80E+04	2.20E+05	1.10E+06	3.90E+06	1.40E+07
775	0	5.00E+00	3.10E+02	5.10E+03	2.90E+04	1.80E+05	9.30E+05	3.40E+06	1.20E+07
825	0	4.90E+00	1.80E+02	3.00E+03	2.10E+04	1.50E+05	8.30E+05	3.00E+06	1.00E+07
875	0	1.20E+00	1.10E+02	1.70E+03	1.40E+04	1.30E+05	7.30E+05	2.60E+06	9.10E+06
925	0	2.30E+00	9.90E+01	1.70E+03	1.20E+04	1.10E+05	6.60E+05	2.40E+06	8.10E+06
975	0	8.90E-01	6.00E+01	8.00E+02	9.00E+03	9.60E+04	6.00E+05	2.20E+06	7.30E+06
1025	0	1.80E-01	6.80E+01	7.00E+02	7.40E+03	8.50E+04	5.50E+05	2.00E+06	6.70E+06
